time_hourly,generation_biomass,generation_fossil_brown_coal/lignite,generation_fossil_coal-derived_gas,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_fossil_oil_shale,generation_fossil_peat,generation_geothermal,generation_hydro_pumped_storage_consumption,generation_hydro_run-of-river_and_poundage,generation_hydro_water_reservoir,generation_marine,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,total_load_actual,price_actual
2015-07-12 17:00:00,558,821,0,5048,7227,390,0,0,0,183,626,902,0,6090,85,72,44,231,0,5782,28229,59.99
2015-07-12 18:00:00,562,922,0,5341,7426,396,0,0,0,1,759,1931,0,6090,85,77,20,236,0,5708,30152,60.45
2015-07-12 19:00:00,557,912,0,5397,7363,400,0,0,0,1,786,2377,0,6090,85,77,20,235,0,5710,30477,60.28
2015-07-12 20:00:00,557,918,0,5822,7341,399,0,0,0,1,676,2156,0,6090,85,78,19,237,0,5531,30713,62.35
2015-07-12 21:00:00,557,886,0,5738,7152,397,0,0,0,91,673,1586,0,6091,86,74,13,238,0,5513,30545,72.97
2015-07-12 22:00:00,552,847,0,5351,6755,399,0,0,0,305,614,1238,0,6092,86,72,13,238,0,5436,29010,75.5
2015-07-12 23:00:00,555,778,0,5154,6367,406,0,0,0,763,580,627,0,6091,86,73,13,236,0,5244,26983,71.3
2015-07-13 00:00:00,525,933,0,5850,6765,302,0,0,0,61,600,1559,0,6265,90,61,808,284,0,5327,28095,70.11
2015-07-13 01:00:00,528,964,0,5651,6600,303,0,0,0,745,582,876,0,6270,90,64,739,279,0,5150,26176,58.64
2015-07-13 02:00:00,532,965,0,5087,6431,302,0,0,0,789,577,698,0,6279,89,64,703,280,0,4647,24718,57.27
2015-07-13 03:00:00,534,968,0,4840,6384,299,0,0,0,873,587,667,0,6221,90,66,703,278,0,4338,23938,56.81
2015-07-13 04:00:00,534,957,0,4999,6364,294,0,0,0,795,590,606,0,6108,90,66,701,278,0,3973,23654,56.24
2015-07-13 05:00:00,528,967,0,5201,6538,301,0,0,0,754,570,655,0,6136,90,65,686,279,0,3508,24056,56.82
2015-07-13 06:00:00,536,958,0,5180,6962,305,0,0,0,109,590,1344,0,6195,90,63,502,275,0,3251,25939,68.76
2015-07-13 07:00:00,540,927,0,6873,7067,321,0,0,0,0,598,1771,0,6252,90,63,524,277,0,3017,28352,69.15
2015-07-13 08:00:00,545,936,0,8914,7064,373,0,0,0,0,640,1934,0,6307,90,66,1222,270,0,2573,31092,77.72
2015-07-13 09:00:00,542,948,0,9789,7155,395,0,0,0,0,690,2609,0,6347,89,63,3135,262,0,1958,33795,78.33
2015-07-13 10:00:00,543,951,0,9995,7161,400,0,0,0,0,727,3086,0,6397,88,63,4455,260,0,1480,35464,81.08
2015-07-13 11:00:00,531,950,0,9952,7226,401,0,0,0,0,764,3693,0,6435,88,65,4905,264,0,1168,36319,87.28
2015-07-13 12:00:00,533,948,0,10124,7255,401,0,0,0,0,766,4062,0,6449,88,63,5157,276,0,1237,37365,87.98
2015-07-13 13:00:00,533,952,0,10250,7261,397,0,0,0,0,775,4245,0,6459,87,64,5253,279,0,1411,37955,87.65
2015-07-13 14:00:00,532,946,0,10166,7228,402,0,0,0,0,730,4353,0,6471,87,67,5285,282,0,1696,37673,86.67
2015-07-13 15:00:00,483,951,0,10137,7221,397,0,0,0,0,716,3932,0,6478,86,67,5226,283,0,2107,37321,83.43
2015-07-13 16:00:00,476,955,0,10021,7240,389,0,0,0,0,678,3793,0,6475,86,69,5040,282,0,2598,37374,84.82
2015-07-13 17:00:00,482,945,0,10177,7238,384,0,0,0,0,662,3154,0,6468,86,71,4707,275,0,3217,37337,84.61
2015-07-13 18:00:00,501,860,0,9950,7230,387,0,0,0,0,671,2687,0,6470,85,71,4212,279,0,3834,36724,84.19
2015-07-13 19:00:00,521,842,0,9622,7231,392,0,0,0,0,675,2301,0,6460,86,69,3491,278,0,4425,36050,78.77
2015-07-13 20:00:00,531,906,0,9456,7196,408,0,0,0,0,683,2049,0,6470,86,70,2282,282,0,5055,35125,76.95
2015-07-13 21:00:00,533,915,0,9986,7173,411,0,0,0,0,687,2324,0,6520,88,69,1100,283,0,5210,34549,78.64
2015-07-13 22:00:00,533,932,0,10097,7139,416,0,0,0,0,671,2144,0,6577,88,68,741,284,0,5488,34327,79.16
2015-07-13 23:00:00,533,950,0,9512,7114,417,0,0,0,0,636,1130,0,6629,88,68,690,284,0,5581,32142,73.22
2015-07-14 00:00:00,532,938,0,7191,7149,396,0,0,0,0,613,1404,0,6672,88,66,685,280,0,5484,30405,68.01
2015-07-14 01:00:00,534,923,0,6175,6858,388,0,0,0,298,581,1179,0,6705,88,66,700,279,0,5284,28331,60.45
2015-07-14 02:00:00,533,924,0,5436,6627,383,0,0,0,417,567,631,0,6735,89,66,719,276,0,5145,26848,55.15
2015-07-14 03:00:00,533,968,0,5130,6480,373,0,0,0,522,580,673,0,6765,88,67,715,277,0,4783,26076,54.36
2015-07-14 04:00:00,537,959,0,5309,6076,375,0,0,0,691,584,769,0,6793,88,65,709,278,0,4741,25777,55.08
2015-07-14 05:00:00,534,964,0,5086,5941,380,0,0,0,450,584,750,0,6797,89,68,698,278,0,4696,25962,53.85
2015-07-14 06:00:00,531,966,0,5401,6398,348,0,0,0,36,576,1164,0,6796,89,66,530,277,0,4476,27352,60.11
2015-07-14 07:00:00,530,960,0,6574,6859,390,0,0,0,0,595,2011,0,6786,88,67,465,279,0,4060,29538,58.41
2015-07-14 08:00:00,528,919,0,8237,7234,384,0,0,0,0,634,2349,0,6792,87,66,1114,252,0,3501,31872,74.81
2015-07-14 09:00:00,523,959,0,8889,7394,366,0,0,0,0,682,3006,0,6817,88,68,2951,264,0,2829,34303,76.37
2015-07-14 10:00:00,538,959,0,9291,7521,399,0,0,0,0,720,3569,0,6842,87,68,4396,267,0,2029,35981,79.11
2015-07-14 11:00:00,479,954,0,9180,7618,406,0,0,0,0,732,3994,0,6829,86,68,4900,264,0,1704,36890,86.38
2015-07-14 12:00:00,466,958,0,9578,7623,410,0,0,0,0,738,4473,0,6818,87,68,5153,262,0,1627,37978,86.59
2015-07-14 13:00:00,462,958,0,9648,7622,403,0,0,0,0,725,4994,0,6824,88,67,5271,262,0,1699,38863,86.91
2015-07-14 14:00:00,466,959,0,9470,7612,403,0,0,0,0,681,5061,0,6821,86,69,5296,266,0,1973,38433,84.84
2015-07-14 15:00:00,464,957,0,9533,7607,400,0,0,0,0,670,4660,0,6768,85,73,5200,262,0,2446,38081,81.45
2015-07-14 16:00:00,462,958,0,9563,7614,396,0,0,0,0,651,4452,0,6733,85,69,5043,262,0,3074,38098,81.88
2015-07-14 17:00:00,463,947,0,9572,7618,401,0,0,0,0,639,3739,0,6732,85,69,4697,258,0,3738,37994,81.81
2015-07-14 18:00:00,464,958,0,9463,7583,397,0,0,0,0,641,2542,0,6731,86,69,4156,258,0,4480,37291,80.7
2015-07-14 19:00:00,463,965,0,9603,7590,396,0,0,0,0,648,1902,0,6731,86,70,3388,259,0,5027,36587,75.43
2015-07-14 20:00:00,481,965,0,9521,7567,403,0,0,0,0,644,1617,0,6741,88,70,2204,264,0,5453,35487,74.79
2015-07-14 21:00:00,488,965,0,9628,7597,403,0,0,0,0,649,1680,0,6766,88,70,1051,262,0,5649,34950,75.95
2015-07-14 22:00:00,508,958,0,9723,7587,409,0,0,0,0,641,2008,0,6797,88,71,743,262,0,5852,34753,76.07
2015-07-14 23:00:00,523,968,0,9082,7512,413,0,0,0,0,618,1071,0,6829,89,72,705,252,0,5785,32573,69.78
2015-07-15 00:00:00,519,937,0,7358,7346,397,0,0,0,111,602,1290,0,6854,88,70,701,257,0,5503,30758,66.97
2015-07-15 01:00:00,520,894,0,6072,7178,387,0,0,0,390,580,973,0,6854,88,70,699,259,0,5310,28485,57.88
2015-07-15 02:00:00,518,904,0,5779,6684,385,0,0,0,500,571,567,0,6852,88,68,691,263,0,5047,26999,55.29
2015-07-15 03:00:00,518,946,0,5731,6430,380,0,0,0,777,584,760,0,6851,88,68,689,263,0,4627,26429,53.58
2015-07-15 04:00:00,524,958,0,5789,6435,372,0,0,0,878,585,800,0,6850,88,68,681,262,0,4090,25918,53.46
2015-07-15 05:00:00,522,938,0,5787,6661,372,0,0,0,547,570,664,0,6853,88,68,680,259,0,3664,26058,53.96
2015-07-15 06:00:00,517,963,0,6026,7066,380,0,0,0,105,589,922,0,6852,88,70,515,250,0,3412,27517,62.39
2015-07-15 07:00:00,522,956,0,7204,7247,397,0,0,0,0,597,1700,0,6848,87,70,411,251,0,3123,29435,67.02
2015-07-15 08:00:00,524,956,0,8734,7426,398,0,0,0,0,595,2554,0,6844,92,70,1016,256,0,2514,32024,76.48
2015-07-15 09:00:00,526,961,0,9355,7630,365,0,0,0,0,653,3437,0,6844,93,68,2541,256,0,1909,34624,78.22
2015-07-15 10:00:00,528,959,0,9073,7689,332,0,0,0,0,685,3869,0,6849,93,68,4005,247,0,1621,36375,80.55
2015-07-15 11:00:00,525,957,0,9020,7661,374,0,0,0,0,705,4135,0,6844,92,72,4660,237,0,1635,37210,86.77
2015-07-15 12:00:00,519,952,0,9564,7594,414,0,0,0,0,714,4372,0,6838,92,72,4982,232,0,1883,38341,86.91
2015-07-15 13:00:00,524,957,0,9486,7655,411,0,0,0,0,708,4517,0,6836,88,74,5125,237,0,2185,38974,86.92
2015-07-15 14:00:00,520,959,0,9747,7650,398,0,0,0,0,675,4204,0,6835,85,78,5191,235,0,2540,38539,84.26
2015-07-15 15:00:00,518,958,0,9954,7638,394,0,0,0,0,654,3484,0,6828,85,77,5111,230,0,2932,38170,81.58
2015-07-15 16:00:00,521,963,0,10039,7634,403,0,0,0,0,650,3631,0,6818,85,75,4885,231,0,3290,38233,80.96
2015-07-15 17:00:00,520,962,0,9829,7618,399,0,0,0,0,650,3202,0,6815,84,75,4458,233,0,3623,38192,81.28
2015-07-15 18:00:00,521,966,0,9682,7616,399,0,0,0,0,646,2805,0,6771,84,75,3830,233,0,3897,37423,81.66
2015-07-15 19:00:00,514,963,0,9660,7622,401,0,0,0,0,627,2752,0,6761,84,74,2853,233,0,4151,36733,77.33
2015-07-15 20:00:00,513,945,0,9518,7596,406,0,0,0,0,630,2891,0,6785,85,73,1656,229,0,4284,35730,76.58
2015-07-15 21:00:00,498,961,0,9650,7621,409,0,0,0,0,614,3165,0,6810,85,74,834,230,0,4129,35287,78.6
2015-07-15 22:00:00,503,961,0,9643,7686,403,0,0,0,0,617,3116,0,6834,86,74,674,230,0,4011,34893,78.53
2015-07-15 23:00:00,508,950,0,8997,7710,411,0,0,0,0,599,2419,0,6851,87,75,674,231,0,3978,32755,73.6
2015-07-16 00:00:00,499,949,0,7787,7800,393,0,0,0,1,579,1680,0,6853,87,72,675,240,0,4005,30952,70.08
2015-07-16 01:00:00,496,948,0,6187,7811,382,0,0,0,10,564,941,0,6844,86,74,611,240,0,4087,28833,65.44
2015-07-16 02:00:00,497,922,0,5613,7458,378,0,0,0,83,553,694,0,6847,86,75,586,240,0,4203,27326,57.93
2015-07-16 03:00:00,505,862,0,5245,6974,373,0,0,0,120,554,577,0,6855,86,73,510,241,0,4306,26586,58.96
2015-07-16 04:00:00,504,854,0,4958,6877,380,0,0,0,119,553,680,0,6851,84,74,353,241,0,4385,26082,55.82
2015-07-16 05:00:00,498,847,0,5078,7011,382,0,0,0,120,559,623,0,6855,84,73,220,239,0,4009,26206,56.29
2015-07-16 06:00:00,506,871,0,5768,7260,385,0,0,0,147,556,1046,0,6857,84,74,132,243,0,3720,27607,66.56
2015-07-16 07:00:00,521,864,0,7009,7358,405,0,0,0,132,560,1791,0,6858,84,73,206,244,0,3276,29418,70.77
2015-07-16 08:00:00,526,909,0,8480,7567,418,0,0,0,4,609,2115,0,6857,86,74,771,241,0,2693,31829,77.59
2015-07-16 09:00:00,525,953,0,9157,7663,418,0,0,0,0,665,2826,0,6856,86,73,2020,245,0,2220,34227,79.89
2015-07-16 10:00:00,528,951,0,9346,7637,421,0,0,0,0,691,2965,0,6848,85,72,3677,247,0,2291,35818,80.2
2015-07-16 11:00:00,534,808,0,9570,7527,417,0,0,0,0,716,3321,0,6842,84,73,4440,253,0,2476,36686,85.73
2015-07-16 12:00:00,529,635,0,10284,7596,390,0,0,0,0,741,3824,0,6843,84,71,4755,250,0,2462,38032,86.05
2015-07-16 13:00:00,528,639,0,10216,7660,406,0,0,0,3,725,3899,0,6846,85,71,4990,251,0,2890,38762,86.12
2015-07-16 14:00:00,533,631,0,10309,7659,409,0,0,0,0,685,3007,0,6841,85,74,4915,247,0,3559,38382,83.3
2015-07-16 15:00:00,524,639,0,10683,7653,392,0,0,0,0,656,1966,0,6839,84,74,4674,249,0,4522,38051,79.93
2015-07-16 16:00:00,525,639,0,10639,7657,393,0,0,0,0,675,2008,0,6835,83,72,4017,258,0,5321,38177,79.6
2015-07-16 17:00:00,528,640,0,10541,7649,397,0,0,0,0,668,2279,0,6800,83,74,3574,263,0,5271,38039,81.69
2015-07-16 18:00:00,526,637,0,9956,7636,397,0,0,0,0,671,1774,0,6776,84,74,3026,262,0,5692,37182,83.27
2015-07-16 19:00:00,531,639,0,9973,7751,403,0,0,0,0,665,2260,0,6787,84,74,2358,254,0,4788,36482,80.59
2015-07-16 20:00:00,537,639,0,10265,7751,413,0,0,0,0,673,2691,0,6813,86,77,1353,251,0,3802,35440,81.32
2015-07-16 21:00:00,533,639,0,10501,7757,402,0,0,0,0,673,2863,0,6837,88,76,760,253,0,3300,34969,82.46
2015-07-16 22:00:00,536,639,0,10456,7806,400,0,0,0,0,646,2509,0,6862,87,74,664,264,0,3502,34680,82.25
2015-07-16 23:00:00,515,636,0,9773,7832,399,0,0,0,0,611,1775,0,6873,86,77,569,268,0,3684,32740,77.33
2015-07-17 00:00:00,495,637,0,8000,7859,378,0,0,0,0,589,1805,0,6871,86,70,390,255,0,4077,31197,68.97
2015-07-17 01:00:00,497,638,0,7054,7849,365,0,0,0,0,565,1096,0,6864,87,71,246,248,0,3938,29249,57.63
2015-07-17 02:00:00,515,636,0,6417,7747,359,0,0,0,0,567,762,0,6866,86,72,201,255,0,3562,27585,56.52
2015-07-17 03:00:00,522,638,0,5967,7713,344,0,0,0,20,576,842,0,6861,87,71,160,259,0,3127,26837,56.5
2015-07-17 04:00:00,522,637,0,5908,7737,353,0,0,0,33,574,813,0,6862,88,73,115,260,0,2967,26449,56.37
2015-07-17 05:00:00,523,589,0,5656,7704,353,0,0,0,33,563,610,0,6867,89,72,74,258,0,3280,26585,58.98
2015-07-17 06:00:00,514,596,0,5870,7862,349,0,0,0,4,582,1049,0,6863,88,72,44,256,0,3249,28047,67.17
2015-07-17 07:00:00,533,642,0,7274,7920,365,0,0,0,0,595,1273,0,6863,89,72,133,264,0,3149,29946,68.04
2015-07-17 08:00:00,542,640,0,9089,7922,372,0,0,0,0,631,2048,0,6868,90,72,553,267,0,2700,32433,75.69
2015-07-17 09:00:00,546,643,0,9464,7935,387,0,0,0,0,688,3969,0,6867,90,72,1161,265,0,2152,34994,80.05
2015-07-17 10:00:00,542,641,0,9717,7926,393,0,0,0,0,724,4370,0,6858,89,69,1831,256,0,2198,36416,81.59
2015-07-17 11:00:00,536,640,0,9884,7924,396,0,0,0,0,739,4129,0,6858,86,70,2658,252,0,2393,37286,87.83
2015-07-17 12:00:00,534,636,0,10410,7918,383,0,0,0,0,757,4715,0,6854,85,68,3086,255,0,2461,38270,85.99
2015-07-17 13:00:00,532,640,0,10469,7888,391,0,0,0,0,724,4396,0,6849,85,69,3422,250,0,2728,38764,86.42
2015-07-17 14:00:00,529,643,0,10608,7862,400,0,0,0,0,695,3606,0,6847,85,73,3424,261,0,3269,38348,83.96
2015-07-17 15:00:00,526,647,0,10329,7885,396,0,0,0,0,665,3140,0,6841,85,73,3280,260,0,3764,37665,79.41
2015-07-17 16:00:00,535,646,0,10711,7894,400,0,0,0,0,659,3047,0,6826,84,75,2815,257,0,3835,37573,78.69
2015-07-17 17:00:00,536,609,0,10634,7889,409,0,0,0,0,647,3353,0,6782,84,73,2252,262,0,3952,37283,80.91
2015-07-17 18:00:00,532,639,0,10350,7862,411,0,0,0,1,651,2824,0,6780,85,72,1902,264,0,4099,36426,83.0
2015-07-17 19:00:00,528,643,0,9970,7865,416,0,0,0,0,649,2354,0,6782,85,72,1535,256,0,4002,35659,80.77
2015-07-17 20:00:00,525,645,0,10072,7828,409,0,0,0,0,654,2530,0,6782,85,73,993,253,0,3162,34595,80.94
2015-07-17 21:00:00,515,644,0,10259,7898,413,0,0,0,0,646,3027,0,6789,84,72,407,261,0,2543,33886,81.79
2015-07-17 22:00:00,509,635,0,10094,7923,415,0,0,0,0,633,2940,0,6792,83,72,241,264,0,2590,33413,81.73
2015-07-17 23:00:00,517,466,0,9918,7888,413,0,0,0,0,611,2179,0,6796,84,69,144,257,0,2529,31598,78.12
2015-07-18 00:00:00,519,353,0,8262,7820,358,0,0,0,0,580,2717,0,6794,83,69,126,256,0,2608,30265,76.21
2015-07-18 01:00:00,519,315,0,7055,7724,347,0,0,0,0,572,2384,0,6754,83,67,107,260,0,2720,28532,73.94
2015-07-18 02:00:00,523,347,0,6396,7639,338,0,0,0,67,572,1363,0,6606,84,64,64,255,0,2673,26897,69.04
2015-07-18 03:00:00,522,408,0,6037,7628,337,0,0,0,197,560,923,0,6468,86,59,42,249,0,2746,25918,67.58
2015-07-18 04:00:00,521,517,0,5521,7499,344,0,0,0,196,552,615,0,6438,86,61,39,250,0,2962,25265,63.42
2015-07-18 05:00:00,519,603,0,5314,7290,335,0,0,0,252,543,534,0,6442,87,69,39,251,0,3062,24923,60.48
2015-07-18 06:00:00,514,631,0,5330,7067,326,0,0,0,475,539,688,0,6443,86,68,38,254,0,3540,24905,59.71
2015-07-18 07:00:00,523,719,0,5337,7218,316,0,0,0,517,543,923,0,6450,86,67,112,263,0,2954,24963,58.75
2015-07-18 08:00:00,529,819,0,5800,7254,304,0,0,0,12,569,1669,0,6452,87,69,576,265,0,2098,26553,72.6
2015-07-18 09:00:00,532,922,0,6210,7303,278,0,0,0,0,592,2295,0,6450,86,66,1663,264,0,1984,28892,75.47
2015-07-18 10:00:00,536,937,0,5945,7303,278,0,0,0,0,617,2872,0,6447,86,70,3360,249,0,2219,31097,76.36
2015-07-18 11:00:00,544,933,0,5707,7134,274,0,0,0,0,633,2556,0,6443,85,67,4272,248,0,2805,31952,79.06
2015-07-18 12:00:00,547,925,0,5629,7095,265,0,0,0,0,654,2063,0,6438,85,67,4683,259,0,3698,32612,78.7
2015-07-18 13:00:00,540,937,0,5608,6962,276,0,0,0,166,635,1738,0,6426,85,70,4957,258,0,4716,33179,77.67
2015-07-18 14:00:00,546,918,0,5477,6863,270,0,0,0,143,603,1073,0,6396,85,66,4967,258,0,5559,32956,72.49
2015-07-18 15:00:00,546,908,0,5364,6927,268,0,0,0,603,567,696,0,6407,85,61,4812,262,0,6339,32201,60.74
2015-07-18 16:00:00,548,895,0,5201,6832,289,0,0,0,814,560,587,0,6403,86,59,4513,260,0,7009,31653,59.73
2015-07-18 17:00:00,554,790,0,5252,6732,295,0,0,0,1146,567,661,0,6417,86,60,3965,251,0,7296,31317,59.66
2015-07-18 18:00:00,551,831,0,5448,6660,296,0,0,0,1429,560,776,0,6418,86,66,3488,258,0,7086,30757,62.07
2015-07-18 19:00:00,547,862,0,5500,6709,283,0,0,0,1482,568,1065,0,6423,86,67,2879,267,0,6577,30533,70.75
2015-07-18 20:00:00,552,899,0,5964,6949,300,0,0,0,930,594,1710,0,6432,86,67,1925,266,0,5656,30411,76.26
2015-07-18 21:00:00,544,876,0,6146,6987,303,0,0,0,194,621,2178,0,6435,86,67,955,248,0,4786,30528,79.71
2015-07-18 22:00:00,548,943,0,6448,6909,306,0,0,0,0,638,2979,0,6444,87,64,688,254,0,3645,30565,81.12
2015-07-18 23:00:00,545,971,0,6624,6852,303,0,0,0,0,633,3234,0,6462,87,63,662,257,0,2858,28998,78.15
2015-07-19 00:00:00,546,916,0,5795,6770,300,0,0,0,0,584,2577,0,6493,87,66,648,251,0,2452,27435,76.37
2015-07-19 01:00:00,545,950,0,5457,6750,298,0,0,0,3,562,1260,0,6522,87,68,651,263,0,2287,25785,71.18
2015-07-19 02:00:00,552,948,0,4982,6651,306,0,0,0,466,549,740,0,6545,87,68,602,265,0,2453,24387,63.03
2015-07-19 03:00:00,554,936,0,4913,6471,308,0,0,0,1101,548,639,0,6562,87,66,588,264,0,2610,23500,59.37
2015-07-19 04:00:00,552,950,0,4789,6278,308,0,0,0,1587,535,619,0,6586,87,68,587,261,0,2696,22937,58.35
2015-07-19 05:00:00,553,928,0,4678,6347,307,0,0,0,1797,563,784,0,6610,88,67,485,263,0,2539,22676,56.6
2015-07-19 06:00:00,552,927,0,4885,6319,307,0,0,0,1797,554,746,0,6634,87,67,302,259,0,2447,22455,56.62
2015-07-19 07:00:00,562,789,0,4371,5981,310,0,0,0,1522,545,631,0,6672,87,65,261,263,0,2502,21814,54.96
2015-07-19 08:00:00,562,761,0,4602,5947,311,0,0,0,1273,563,873,0,6687,87,66,788,260,0,2235,22632,57.39
2015-07-19 09:00:00,562,875,0,4550,6064,309,0,0,0,692,579,976,0,6709,84,68,2180,254,0,1923,24277,58.45
2015-07-19 10:00:00,556,904,0,4557,6101,298,0,0,0,187,592,1042,0,6726,83,66,3506,254,0,1757,25972,61.14
2015-07-19 11:00:00,554,911,0,4448,6314,304,0,0,0,0,595,915,0,6739,84,65,4291,257,0,1716,27003,65.28
2015-07-19 12:00:00,544,959,0,4339,6606,303,0,0,0,74,617,1188,0,6754,85,65,4659,253,0,1979,27919,67.9
2015-07-19 13:00:00,540,918,0,4391,6862,303,0,0,0,153,622,1317,0,6773,85,64,4776,252,0,2323,28823,73.09
2015-07-19 14:00:00,526,901,0,4378,7099,306,0,0,0,0,596,1213,0,6784,85,63,4759,261,0,2570,29319,70.46
2015-07-19 15:00:00,529,941,0,4607,7192,308,0,0,0,340,566,953,0,6794,84,63,4761,259,0,2800,29042,62.07
2015-07-19 16:00:00,534,954,0,4719,7157,304,0,0,0,470,566,875,0,6812,83,63,4574,260,0,2844,28769,60.38
2015-07-19 17:00:00,514,954,0,4773,7117,299,0,0,0,557,559,803,0,6830,83,59,4267,258,0,2925,28516,60.61
2015-07-19 18:00:00,529,920,0,5120,7220,306,0,0,0,451,577,984,0,6838,83,60,3826,264,0,2842,28364,62.89
2015-07-19 19:00:00,533,928,0,5012,7323,309,0,0,0,383,592,1611,0,6840,84,60,3224,262,0,2668,28532,64.86
2015-07-19 20:00:00,542,953,0,5306,7489,303,0,0,0,50,613,2326,0,6840,85,57,2148,264,0,2434,28852,75.09
2015-07-19 21:00:00,529,953,0,5605,7577,307,0,0,0,0,629,3510,0,6841,85,61,1010,264,0,2465,29833,81.32
2015-07-19 22:00:00,531,955,0,5989,7693,309,0,0,0,0,632,4775,0,6845,86,61,686,267,0,2656,31428,82.0
2015-07-19 23:00:00,529,954,0,6160,7718,310,0,0,0,0,627,3451,0,6847,86,59,659,264,0,2861,30126,79.69
2015-07-20 00:00:00,533,952,0,6069,7637,299,0,0,0,15,586,1794,0,6849,86,61,650,263,0,2822,28166,72.66
2015-07-20 01:00:00,535,944,0,5601,7712,295,0,0,0,258,565,885,0,6850,86,61,649,264,0,2570,26289,62.49
2015-07-20 02:00:00,532,938,0,5213,7746,295,0,0,0,525,553,696,0,6854,85,61,647,261,0,2374,25026,58.66
2015-07-20 03:00:00,531,954,0,4996,7635,295,0,0,0,879,551,639,0,6852,85,61,615,252,0,2237,24433,55.84
2015-07-20 04:00:00,536,946,0,4933,7458,293,0,0,0,1104,567,686,0,6841,84,60,591,250,0,2187,24123,54.86
2015-07-20 05:00:00,534,940,0,5640,7433,296,0,0,0,918,554,1017,0,6837,85,61,578,260,0,1858,24583,56.22
2015-07-20 06:00:00,539,954,0,6349,7507,299,0,0,0,431,562,1190,0,6839,86,60,508,261,0,1532,26657,59.38
2015-07-20 07:00:00,547,962,0,7836,7729,319,0,0,0,27,580,1306,0,6839,85,59,444,259,0,1235,28928,67.71
2015-07-20 08:00:00,558,959,0,9416,7774,366,0,0,0,0,615,2317,0,6843,85,57,1026,261,0,828,31823,75.39
2015-07-20 09:00:00,559,954,0,10101,7771,393,0,0,0,0,641,2995,0,6844,84,61,2858,260,0,499,34544,80.9
2015-07-20 10:00:00,558,937,0,10558,7765,372,0,0,0,0,674,4221,0,6840,84,62,4276,259,0,351,36642,83.05
2015-07-20 11:00:00,552,866,0,10671,7815,377,0,0,0,0,694,4842,0,6842,85,63,4812,258,0,260,37583,88.45
2015-07-20 12:00:00,546,650,0,10585,7920,384,0,0,0,0,717,5322,0,6853,85,64,5094,259,0,303,38662,89.18
2015-07-20 13:00:00,548,639,0,10686,7963,387,0,0,0,0,717,5851,0,6851,83,62,5211,256,0,459,39361,89.11
2015-07-20 14:00:00,541,637,0,10576,7968,388,0,0,0,0,694,5371,0,6853,82,65,5186,259,0,749,38905,87.96
2015-07-20 15:00:00,542,637,0,10657,7960,400,0,0,0,0,684,4786,0,6852,82,66,5001,260,0,1166,38405,85.37
2015-07-20 16:00:00,545,637,0,10780,7954,402,0,0,0,0,682,4364,0,6852,82,63,4675,260,0,1688,38446,84.74
2015-07-20 17:00:00,548,637,0,10866,7935,397,0,0,0,0,676,3575,0,6848,83,64,4297,255,0,2146,38342,85.39
2015-07-20 18:00:00,544,637,0,10710,7935,394,0,0,0,0,662,2869,0,6849,82,65,3794,257,0,2283,37415,85.14
2015-07-20 19:00:00,548,640,0,10706,7947,398,0,0,0,0,664,2405,0,6851,81,64,3133,259,0,2455,36581,80.79
2015-07-20 20:00:00,543,642,0,10527,7994,411,0,0,0,0,645,2323,0,6853,82,66,2120,259,0,2720,35622,80.5
2015-07-20 21:00:00,537,641,0,10711,7997,398,0,0,0,0,649,2799,0,6854,83,62,1041,264,0,2747,35191,81.96
2015-07-20 22:00:00,538,635,0,10622,8004,414,0,0,0,0,643,3288,0,6854,84,61,724,265,0,2816,35020,81.84
2015-07-20 23:00:00,541,633,0,10011,8024,415,0,0,0,0,608,2301,0,6856,84,64,690,268,0,2702,32737,75.78
2015-07-21 00:00:00,527,627,0,8655,8078,384,0,0,0,0,595,2241,0,6860,84,63,688,264,0,2699,30922,72.49
2015-07-21 01:00:00,521,627,0,7223,8052,384,0,0,0,2,588,1398,0,6870,84,65,687,259,0,2562,28872,66.12
2015-07-21 02:00:00,520,605,0,6963,7922,376,0,0,0,67,575,632,0,6876,82,67,684,259,0,2386,27403,59.09
2015-07-21 03:00:00,521,600,0,6711,7960,379,0,0,0,191,576,612,0,6870,83,67,665,257,0,2022,26689,58.66
2015-07-21 04:00:00,520,626,0,6701,7969,384,0,0,0,247,574,645,0,6816,82,66,648,261,0,1717,26390,58.11
2015-07-21 05:00:00,520,634,0,7065,7991,385,0,0,0,197,582,766,0,6763,82,64,610,251,0,1379,26580,58.44
2015-07-21 06:00:00,521,633,0,7573,7911,387,0,0,0,1,582,1072,0,6737,82,64,479,256,0,1154,27932,67.64
2015-07-21 07:00:00,530,617,0,8440,7878,404,0,0,0,0,595,2226,0,6727,84,67,345,258,0,1134,30005,71.16
2015-07-21 08:00:00,539,642,0,9973,7899,424,0,0,0,0,615,3128,0,6703,84,66,879,262,0,887,32726,79.65
2015-07-21 09:00:00,538,646,0,10823,7939,421,0,0,0,0,690,4070,0,6695,83,63,2704,259,0,600,35321,81.28
2015-07-21 10:00:00,523,643,0,11300,7950,427,0,0,0,0,708,4238,0,6698,83,67,4172,245,0,546,37260,83.23
2015-07-21 11:00:00,517,638,0,11473,7952,425,0,0,0,0,724,4145,0,6701,83,65,4737,243,0,705,38162,88.95
